date,Bonds,Precious Metals,Private Credit,Public Equities,Reinsurance,Digital Assets,Private Equity & Venture,Equity Indices,Equity ETFs,Real Estate,Carbon Credits,Oil,Industrial Metals,Commodities,Commodity Baskets,Natural Gas,Agricultural Commodities,Mixed Public Markets
2023-10-30,236528883.1538461,952835623.0,,504108.6666666667,,50964.191343963554,244305545.6486904,1866974.0,47.35763097949887,,10238708.0,,,,,,,
2023-10-31,262598018.6153846,945605565.0,,511613.3333333333,,56626.87927107062,244174707.60965583,1868780.0,52.61958997722096,,10233269.0,,,,,,,
2023-11-01,272530714.0769231,939777359.0,,489438.0,,62289.56719817768,244043869.5706215,1876004.0,57.88154897494305,,9409453.0,,,,,,,
2023-11-02,278791678.5384616,939393513.0,,496942.6666666666,,67952.25512528473,243913031.531587,1892688.0,63.14350797266515,,9515780.0,,,,,,,
2023-11-03,281444994.0,939893255.0,,528580.3333333334,,73614.9430523918,243782193.49255264,1925540.0,68.40546697038725,,9711194.0,,,,,,,
2023-11-04,281517516.0,939129973.0,,575007.0,,79277.63097949886,243651355.4535182,1957962.0,73.66742596810934,,8871174.0,,,,,,,
2023-11-05,281520342.75,938093187.0,,582511.6666666666,,84940.31890660593,243520517.41448385,1964670.0,78.92938496583143,,8987316.0,,,,,,,
2023-11-06,281513715.5,934500576.0,,590016.3333333334,,90603.00683371298,243389679.3754494,1964670.0,84.19134396355352,,8940144.0,,,,,,,
2023-11-07,282570143.25,931158213.0,,604399.0,,96265.69476082006,243258841.33641496,1964326.0,89.45330296127564,,8678649.0,,,,,,,
2023-11-08,292693556.0,923134577.0,,601968.0,,101928.38268792712,243128003.29738063,1962907.0,94.71526195899771,,8736386.0,,,,,,,
2023-11-09,292730421.0,914661186.0,,626469.0,,107591.07061503416,242997165.25834617,1973657.0,99.97722095671982,,8692490.0,,,,,,,
2023-11-10,292511737.0,917785660.0,,611246.0,,113253.75854214124,242866327.2193117,1978387.0,105.23917995444192,,8974746.0,,,,,,,
2023-11-11,292307857.0,907683980.0,,637270.0,,118916.44646924829,242735489.1802773,1965057.0,110.501138952164,,9452512.0,,,,,,,
2023-11-12,292300305.0,906314110.0,,637270.0,,124579.13439635537,242604651.1412429,1969099.0,115.7630979498861,,9661586.0,,,,,,,
2023-11-13,292288683.0,906977030.0,,637270.0,,130241.82232346242,242473813.1022085,1969099.0,121.0250569476082,,9849507.0,,,,,,,
2023-11-14,290765406.0,909341656.0,,636189.0,,135904.51025056947,242342975.0631741,1980838.0,126.2870159453303,,9908517.0,,,,,,,
2023-11-15,290804933.2,916090136.0,,640283.0,,141567.19817767653,242212137.02413967,2011368.0,131.5489749430524,,9795629.0,,,,,,,
2023-11-16,292306931.4,913140392.0,,639981.0,,147229.8861047836,242081298.98510528,2028697.0,136.8109339407745,,9420979.0,,,,,,,
2023-11-17,295604318.6,920395561.0,,678518.0,,152892.57403189066,241950460.94607088,2027708.0,142.07289293849658,,9327140.0,,,,,,,
2023-11-18,295739639.8,918717858.0,,665292.0,,158555.26195899773,241819622.90703645,2033728.0,147.33485193621868,,9135046.0,,,,,,,
2023-11-19,295678629.0,917078483.0,,665292.0,,164217.9498861048,241688784.8680021,2027837.0,152.5968109339408,,8896560.0,,,,,,,
2023-11-20,295665413.0,915543360.0,,665292.0,,169880.63781321186,241557946.8289677,2027837.0,157.85876993166286,,8595895.0,,,,,,,
2023-11-21,294446546.0,917314358.0,,679878.0,,175543.3257403189,241427108.7899333,2033470.0,163.12072892938497,,8785158.0,,,,,,,
2023-11-22,294602136.0,925219559.0,,722665.0,,181206.013667426,241296270.75089884,2042801.0,168.38268792710704,,8679316.0,,,,,,,
2023-11-23,294198696.0,920467929.0,,726768.0,,186868.70159453305,241165432.7118644,2050541.0,173.64464692482915,,8689543.0,,,,,,,
2023-11-24,294148356.0,921673098.0,,739772.0,,192531.3895216401,241034594.67283005,2052906.0,178.90660592255128,,8955478.0,,,,,,,
2023-11-25,292264959.0,924684516.0,,739772.0,,198194.07744874715,240903756.6337956,2052261.0,184.16856492027333,,9315522.0,,,,,,,
2023-11-26,292264959.0,925166311.0,,739772.0,,203856.7653758542,240772918.5947612,2051358.0,189.43052391799543,,9483574.0,,,,,,,
2023-11-27,292258574.0,925389680.0,,739772.0,,209519.45330296128,240642080.5557267,2051358.0,194.6924829157176,,9244015.0,,,,,,,
2023-11-28,295837875.0,931688135.0,,774402.0,,215182.14123006832,240511242.5166924,2048520.0,199.95444191343964,,8928863.0,,,,,,,
2023-11-29,295612357.0,943811785.0,,804825.0,,220844.8291571753,240380404.477658,2047703.0,205.2164009111617,,8664346.0,,,,,,,
2023-11-30,296928756.0,944192001.0,,854025.0,,226507.51708428247,240249566.43862352,2061506.0,210.47835990888385,,8951149.0,,,,,,,
2023-12-01,296871014.0,941068321.0,,849070.0,,232170.2050113896,240118728.39958915,2053035.0,215.74031890660592,,8676874.0,,,,,,,
2023-12-02,296402799.0,954910947.0,,826075.0,,237832.89293849657,239987890.3605547,2056991.0,221.00227790432805,,9023708.0,,,,,,,
2023-12-03,296400344.0,953211925.0,,826075.0,,243495.58086560364,239857052.3215204,2061807.0,226.2642369020501,,11912148.0,,,,,,,
2023-12-04,294343542.0,974820927.0,,826075.0,,249158.2687927107,239726214.28248587,2061807.0,231.5261958997722,,11719963.0,,,,,,,
2023-12-05,295440211.0,938624184.0,,877894.0,,254820.95671981777,239595376.2434515,2055314.0,236.78815489749428,,10422606.0,,,,,,,
2023-12-06,285571606.0,929825902.0,,918487.0,,260483.64464692483,239464538.20441705,2052734.0,242.0501138952164,,10775516.0,,,,,,,
2023-12-07,285838962.0,929189732.0,,912435.0,,266146.3325740319,239333700.16538268,2069504.0,247.3120728929385,,9719588.0,,,,,,,
2023-12-08,287060323.0,932031691.0,,882407.0,,271809.02050113893,239202862.12634823,2060560.0,252.5740318906606,,10198380.0,,,,,,,
2023-12-09,287108847.0,921198722.0,,885174.0,,277471.708428246,239072024.08731377,2063957.0,257.8359908883827,,10479366.0,,,,,,,
2023-12-10,285103406.0,919094113.0,,885174.0,,283134.39635535306,238941186.0482794,2066924.0,263.0979498861048,,10512917.0,,,,,,,
2023-12-11,285090189.0,918687217.0,,885174.0,,288797.0842824601,238810348.0092449,2066924.0,268.35990888382685,,10105802.0,,,,,,,
2023-12-12,285593338.0,908433745.0,,943062.0,,294459.7722095672,238679509.9702106,2074105.0,273.621867881549,,9861827.0,,,,,,,
2023-12-13,282536132.0,904081778.0,,887590.0,,300122.4601366743,238548671.93117616,2078534.0,278.88382687927106,,9761059.0,,,,,,,
2023-12-14,283255767.0,925868754.0,,893436.0,,305785.1480637813,238417833.8921418,2095175.0,284.1457858769932,,9641087.0,,,,,,,
2023-12-15,283342169.0,927474957.0,,893436.0,,311447.8359908884,238286995.85310736,2132886.0,289.4077448747153,,9640698.0,,,,,,,
2023-12-16,276877857.0,916472249.0,,893436.0,,317110.52391799545,238156157.8140729,2133015.0,294.66970387243737,,10012514.0,,,,,,,
2023-12-17,276877857.0,915533148.0,,893436.0,,322773.21184510255,238025319.7750385,2128543.0,299.93166287015947,,10090446.0,,,,,,,
2023-12-18,276926642.0,914747139.0,,893436.0,,328435.8997722096,237894481.736004,2128543.0,305.1936218678816,,9623008.0,,,,,,,
2023-12-19,276915231.0,920216273.0,,940900.0,,334098.5876993166,237763643.6969697,2130005.0,310.4555808656037,,9198727.0,,,,,,,
2023-12-20,273999326.0,926104190.0,,972600.0,,339761.2756264237,237632805.6579353,2138003.0,315.7175398633257,,8824917.0,,,,,,,
2023-12-21,273483149.0,916439480.0,,1016910.0,,345423.96355353075,237501967.61890087,2149828.0,320.97949886104783,,8521927.0,,,,,,,
2023-12-22,271907801.0,923389549.0,,1029472.0,,351086.6514806378,237371129.5798665,2130650.0,326.24145785876993,,8688888.0,,,,,,,
2023-12-23,272217424.0,924644303.0,,1067216.0,,356749.3394077449,237240291.54083204,2134305.0,331.50341685649204,,8602383.0,,,,,,,
2023-12-24,272224819.0,924615560.0,,1067216.0,,362412.0273348519,237109453.5017976,2141142.0,336.7653758542141,,8547050.0,,,,,,,
2023-12-25,272215253.0,925358115.0,,1067216.0,,368074.71526195895,236978615.4627632,2141142.0,342.0273348519362,,8682696.0,,,,,,,
2023-12-26,272225616.0,926280763.0,,1107071.0,,373737.4031890661,236847777.4237288,2141142.0,347.2892938496583,,8371397.0,,,,,,,
2023-12-27,273834932.0,929995745.0,,1107071.0,,379400.0911161731,236716939.3846944,2141142.0,352.5512528473804,,8591215.0,,,,,,,
2023-12-28,274090475.0,932660361.0,,1092160.0,,385062.7790432802,236586101.34566,2158987.0,357.81321184510256,,8827603.0,,,,,,,
2023-12-29,273563446.0,924072085.0,,1166818.0,,390725.46697038726,236455263.3066256,2161911.0,363.0751708428246,,8955583.0,,,,,,,
2023-12-30,273135470.0,919045982.0,,1177512.0,,396388.1548974943,236324425.26759112,2158557.0,368.3371298405467,,8989537.0,,,,,,,
2023-12-31,272988025.0,917499007.0,,1177512.0,,402050.8428246014,236193587.22855672,2158600.0,373.5990888382688,,8974000.0,,,,,,,
2024-01-01,265797468.0,917914799.0,,1177512.0,,407713.5307517084,236062749.1895224,2158600.0,378.8610478359909,,8725125.0,,,,,,,
2024-01-02,254179314.0,918802295.0,,388238.0,,413376.21867881546,235931911.150488,2158600.0,384.12300683371296,,8603518.0,,,,,,,
2024-01-03,249420280.0,916200281.0,,388238.0,,419038.90660592256,235801073.1114535,2156149.0,389.3849658314351,,8683385.0,,,,,,,
2024-01-04,248523085.0,905705521.0,,350200.0,,424701.5945330296,235670235.07241908,2139035.0,394.6469248291572,,8676583.0,,,,,,,
2024-01-05,249934293.0,905415461.0,,339842.0,,430364.28246013663,235539397.03338468,2127339.0,399.9088838268793,,8888040.0,,,,,,,
2024-01-06,249877088.0,902880640.0,,347342.0,,436026.9703872437,235408558.99435028,2113622.0,405.1708428246013,,8667053.0,,,,,,,
2024-01-07,249879248.0,901514819.0,,347342.0,,441689.6583143508,235277720.9553159,2123254.0,410.4328018223234,,8544469.0,,,,,,,
2024-01-08,249866134.0,902010934.0,,347342.0,,447352.34624145785,235146882.91628143,2123254.0,415.69476082004553,,8113581.0,,,,,,,
2024-01-09,244457184.0,896977912.0,,347342.0,,453015.03416856495,235016044.87724704,2116718.0,420.9567198177677,,8191656.0,,,,,,,
2024-01-10,244473937.0,898042336.0,,355870.0,,458677.722095672,234885206.8382126,2144066.0,426.2186788154898,,8438837.0,,,,,,,
2024-01-11,240068278.0,893734379.0,,339284.0,,464340.4100227791,234754368.7991781,2144711.0,431.48063781321184,,8258379.0,,,,,,,
2024-01-12,240243684.0,896498433.0,,337722.0,,470003.0979498861,234623530.76014385,2164405.0,436.742596810934,,8466755.0,,,,,,,
2024-01-13,240508658.0,901674177.0,,315108.0,,475665.7858769932,234492692.72110945,2154945.0,442.0045558086561,,8283866.0,,,,,,,
2024-01-14,240505757.0,900378990.0,,315108.0,,481328.4738041002,234361854.682075,2157611.0,447.26651480637815,,8060637.0,,,,,,,
2024-01-15,240490606.0,900552995.0,,315108.0,,486991.1617312073,234231016.6430406,2157611.0,452.5284738041002,,8117500.0,,,,,,,
2024-01-16,240195917.0,905136193.0,,291937.0,,492653.8496583143,234100178.60400617,2159202.0,457.7904328018223,,8009267.0,,,,,,,
2024-01-17,239987899.0,892251247.0,,291937.0,,498316.5375854214,233969340.5649717,2144969.0,463.0523917995444,,8146715.0,,,,,,,
2024-01-18,239591789.0,885420500.0,,298857.0,,503979.2255125285,233838502.5259373,2139379.0,468.3143507972665,,8041806.0,,,,,,,
2024-01-19,239611592.0,891022794.0,,298813.0,,509641.91343963554,233707664.4869029,2138863.0,473.57630979498856,,7980022.0,,,,,,,
2024-01-20,244368214.0,891529583.0,,277561.0,,515304.6013667426,233576826.4478685,2161008.0,478.83826879271066,,7947619.0,,,,,,,
2024-01-21,244370287.0,891088676.0,,277561.0,,520967.28929384967,233445988.4088341,2167200.0,484.1002277904328,,7955427.0,,,,,,,
2024-01-22,244280362.0,890068622.0,,277561.0,,526629.9772209567,233315150.36979973,2167200.0,489.3621867881549,,7788889.0,,,,,,,
2024-01-23,243796454.0,887675828.0,,278477.0,,532292.6651480638,233184312.33076528,2188786.0,494.624145785877,,7520724.0,,,,,,,
2024-01-24,243978608.0,889688906.0,,286201.0,,537955.3530751709,233053474.29173088,2189302.0,499.8861047835991,,7610427.0,,,,,,,
2024-01-25,242128654.0,885744930.0,,277227.0,,543618.0410022779,232922636.2526965,2203965.0,505.1480637813212,,7559644.0,,,,,,,
2024-01-26,240388451.0,885532571.0,,347443.0,,549280.728929385,232791798.2136621,2198203.0,510.4100227790433,,7541984.0,,,,,,,
2024-01-27,240878125.0,882872900.0,,417659.0,,554943.416856492,232660960.1746277,2200783.0,515.6719817767654,,7543620.0,,,,,,,
2024-01-28,240872345.0,883659300.0,,417659.0,,560606.104783599,232530122.1355932,2212221.0,520.9339407744875,,7544124.0,,,,,,,
2024-01-29,240857242.0,885680313.0,,417659.0,,566268.7927107061,232399284.09655884,2212221.0,526.1958997722096,,7535927.0,,,,,,,
2024-01-30,240726036.0,889704660.0,,432120.0,,571931.4806378132,232268446.0575244,2206932.0,531.4578587699316,,7421223.0,,,,,,,
2024-01-31,240628298.0,893015128.0,,458420.0,,577594.1685649202,232137608.01849,2222025.0,536.7198177676537,,7401451.0,,,,,,,
2024-02-01,239301723.0,892317957.0,,451517.0,,583256.8564920273,232006769.9794556,2215876.0,541.9817767653758,,7564944.0,,,,,,,
2024-02-02,239497109.0,897758526.0,,442474.0,,588919.5444191344,231875931.9404211,2192914.0,547.243735763098,,8096256.0,,,,,,,
2024-02-03,237849800.0,889939935.0,,445062.0,,594582.2323462415,231745093.9013868,2224992.0,552.5056947608201,,7715676.0,,,,,,,
2024-02-04,236149093.0,890143635.0,,445062.0,,600244.9202733486,231614255.86235228,2231786.0,557.7676537585421,,7444882.0,,,,,,,
2024-02-05,236133156.0,888912287.0,,445062.0,,605907.6082004556,231483417.823318,2231786.0,563.0296127562642,,6636823.0,,,,,,,
2024-02-06,236038732.0,883552110.0,,445995.0,,611570.2961275626,231352579.78428352,2234667.0,568.2915717539863,,6715940.0,,,,,,,
2024-02-07,236159895.0,886876974.0,,404854.0,,617232.9840546697,231221741.74524915,2233119.0,573.5535307517084,,6672224.0,,,,,,,
2024-02-08,234768466.0,888422964.0,,413448.0,,622895.6719817768,231090903.7062147,2235484.0,578.8154897494306,,6642473.0,,,,,,,
2024-02-09,234806502.0,885063952.0,,445062.0,,628558.3599088839,230960065.66718024,2254189.0,584.0774487471526,,6764187.0,,,,,,,
2024-02-10,239744380.0,881157746.0,,457489.0,,634221.0478359909,230829227.62814587,2257070.0,589.3394077448747,,6720985.0,,,,,,,
2024-02-11,239747526.0,880193478.0,,457489.0,,639883.735763098,230698389.5891114,2262402.0,594.6013667425968,,6645226.0,,,,,,,
2024-02-12,239756345.0,880730393.0,,457489.0,,645546.4236902051,230567551.55007705,2262402.0,599.8633257403189,,6686117.0,,,,,,,
2024-02-13,239795338.0,876516847.0,,490070.0,,651209.1116173121,230436713.51104265,2268766.0,605.125284738041,,6675477.0,,,,,,,
2024-02-14,239757858.0,868666533.0,,508433.0,,656871.7995444192,230305875.4720083,2265283.0,610.3872437357631,,6762404.0,,,,,,,
2024-02-15,238552792.0,866417551.0,,445065.0,,662534.4874715263,230175037.43297383,2241418.0,615.6492027334853,,6601088.0,,,,,,,
2024-02-16,238638645.0,869873770.0,,484549.0,,668197.1753986332,230044199.3939393,2263004.0,620.9111617312074,,6520103.0,,,,,,,
2024-02-17,235187871.0,871613369.0,,532525.0,,673859.8633257403,229913361.354905,2273926.0,626.1731207289293,,6600619.0,,,,,,,
2024-02-18,234445750.0,872668526.0,,532525.0,,679522.5512528474,229782523.3158705,2271647.0,631.4350797266515,,6970490.0,,,,,,,
2024-02-19,234451908.0,872946743.0,,532525.0,,685185.2391799544,229651685.2768362,2271647.0,636.6970387243736,,7054866.0,,,,,,,
2024-02-20,234391676.0,874096393.0,,532525.0,,690847.9271070615,229520847.2378017,2262058.0,641.9589977220957,,6736596.0,,,,,,,
2024-02-21,233378040.0,879417058.0,,532525.0,,696510.6150341686,229390009.19876733,2257070.0,647.2209567198178,,6845584.0,,,,,,,
2024-02-22,233327935.0,879308260.0,,532525.0,,702173.3029612756,229259171.15973288,992768.0,652.4829157175399,,6894955.0,,,,,,,
2024-02-23,231322633.0,874383879.0,,560551.0,,707835.9908883827,229128333.12069848,17656.0,657.744874715262,,6629794.0,,,,,,,
2024-02-24,231135629.0,875383547.0,,589888.0,,713498.6788154898,228997495.0816641,17823.0,663.0068337129841,,6719437.0,,,,,,,
2024-02-25,238235122.0,875496060.0,,589888.0,,719161.3667425967,228866657.0426297,17838.0,668.2687927107062,,6984429.0,,,,,,,
2024-02-26,238209174.0,876997378.0,,589888.0,,724824.0546697038,228735819.0035953,17838.0,673.5307517084282,,6924730.0,,,,,,,
2024-02-27,238008041.0,874949142.0,,572873.0,,730486.7425968109,228604980.96456084,17810.0,678.7927107061503,,6871568.0,,,,,,,
2024-02-28,231412583.0,873375784.0,,572873.0,,736149.4305239179,228474142.92552647,17763.0,684.0546697038724,,7009176.0,,,,,,,
2024-02-29,227899483.0,874565086.0,,576082.0,,741812.118451025,228343304.886492,17775.0,689.3166287015945,,6772867.0,,,,,,,
2024-03-01,227647282.0,871794512.0,,576087.0,,747474.8063781321,228212466.8474576,17754.0,694.5785876993166,,7170671.0,,,,,,,
2024-03-02,227554947.0,876099191.0,,576116.0,,753137.4943052392,228081628.8084232,17888.0,699.8405466970387,,7294939.0,,,,,,,
2024-03-03,227556537.0,875946549.0,,576104.0,,758800.1822323462,227950790.7693888,17930.0,705.1025056947608,,7273891.0,,,,,,,
2024-03-04,227553799.0,876559541.0,,576104.0,,764462.8701594534,227819952.7303544,17930.0,710.364464692483,,7473338.0,,,,,,,
2024-03-05,231126655.0,891564448.0,,575888.0,,770125.5580865605,227689114.69132,17992.0,715.6264236902051,,7812487.0,,,,,,,
2024-03-06,226792496.0,890346085.0,,575888.0,,775788.2460136674,227558276.65228552,17944.0,720.8883826879271,,7454352.0,,,,,,,
2024-03-07,226054459.0,901803409.0,,572873.0,,781450.9339407745,227427438.6132512,17830.0,726.1503416856492,,7601254.0,,,,,,,
2024-03-08,226121947.0,902816953.0,,572873.0,,787113.6218678816,227296600.5742168,17846.0,731.4123006833713,,7758221.0,,,,,,,
2024-03-09,233117181.4615385,907306096.0,,572873.0,,792776.3097949886,227165762.5351824,18089.0,736.6742596810934,,7512629.0,,,,,,,
2024-03-10,236194110.92307693,907119841.0,,572873.0,,798438.9977220957,227034924.496148,18070.0,741.9362186788155,,7756755.0,,,,,,,
2024-03-11,239274435.3846154,909645828.0,,572873.0,,804101.6856492028,226904086.4571135,18070.0,747.1981776765376,,7615692.0,,,,,,,
2024-03-12,261833475.84615383,907383000.0,,572873.0,,809764.3735763098,226773248.41807905,17938.0,752.4601366742597,,7956743.0,,,,,,,
2024-03-13,262702226.3076923,901770027.0,,572873.0,,815427.0615034169,226642410.3790447,18019.0,757.7220956719818,,7988277.0,,,,,,,
2024-03-14,265513541.7692308,907340475.0,,572873.0,,821089.749430524,226511572.34001023,18151.0,762.9840546697038,,8156370.0,,,,,,,
2024-03-15,267950165.2307692,900445048.0,,572873.0,,826752.4373576309,226380734.3009759,18157.0,768.2460136674259,,9059797.0,,,,,,,
2024-03-16,271081372.6923077,898345495.0,,572873.0,,832415.125284738,226249896.26194143,18062.0,773.507972665148,,8922758.0,,,,,,,
2024-03-17,274160269.15384614,895114537.0,,572873.0,,838077.8132118451,226119058.22290707,17923.0,778.7699316628701,,8133051.0,,,,,,,
2024-03-18,277231441.6153846,897483820.0,,572873.0,,843740.5011389521,225988220.1838726,17923.0,784.0318906605922,,8497390.0,,,,,,,
2024-03-19,280176424.0769231,898136182.0,,572873.0,,849403.1890660592,225857382.14483824,17996.0,789.2938496583143,,8448026.0,,,,,,,
2024-03-20,283328937.5384616,894628745.0,,572873.0,,855065.8769931663,225726544.10580385,18031.0,794.5558086560364,,8243075.0,,,,,,,
2024-03-21,286203388.0,916674801.0,,572873.0,,860728.5649202733,225595706.0667694,18144.0,799.8177676537586,,8798461.0,,,,,,,
2024-03-22,294405660.0,908225647.0,,572873.0,,866391.2528473804,225464868.027735,18420.0,805.0797266514807,,8696997.0,,,,,,,
2024-03-23,344826708.0,900867335.0,,572873.0,,872053.9407744874,225334029.9887005,18387.0,810.3416856492026,,8990683.0,,,,,,,
2024-03-24,344831407.0,897928995.0,,572873.0,,877716.6287015945,225203191.94966617,18348.0,815.6036446469247,,9115723.0,,,,,,,
2024-03-25,340274941.0,902175977.0,,572873.0,,883379.3166287015,225072353.9106317,18348.0,820.8656036446469,,9955254.0,,,,,,,
2024-03-26,350896341.0,905536619.0,,572873.0,,889042.0045558086,224941515.8715973,18343.0,826.127562642369,,12741549.0,,,,,,,
2024-03-27,400786840.0,906099358.0,,572873.0,,894704.6924829157,224810677.8325629,18345.0,831.3895216400911,,15054944.0,,,,,,,
2024-03-28,507369338.0,910672951.0,,572873.0,,900367.3804100228,224679839.79352844,18323.0,836.6514806378133,,21785013.0,,,,,,,
2024-03-29,537265328.0,927926827.0,,828867.0,,906030.06833713,224549001.75449413,18399.0,841.9134396355354,,26693071.0,,,,,,,
2024-03-30,509496992.0,928533744.0,,572873.0,,911692.756264237,224418163.71545967,18422.0,847.1753986332575,,21129008.0,,,,,,,
2024-03-31,509496992.0,926454603.0,,741890.5,,917355.444191344,224287325.6764253,18422.0,852.4373576309796,,22506186.0,,,,,,,
2024-04-01,509491518.0,932626537.0,,910908.0,,923018.1321184512,224156487.63739088,18422.0,857.6993166287016,,20179024.0,,,,,,,
2024-04-02,529659213.0,934952880.0,,910908.0,,928680.8200455582,224025649.5983565,18422.0,862.9612756264237,,18902327.0,,,,,,,
2024-04-03,494647526.0,947214994.0,,828867.0,,934343.5079726652,223894811.55932203,18378.0,868.2232346241458,,20017699.0,,,,,,,
2024-04-04,495404576.0,955601019.0,,848506.0,,940006.1958997722,223763973.5202876,18244.0,873.4851936218679,,25645787.0,,,,,,,
2024-04-05,496475515.0,950047725.0,,868317.0,,945668.8838268792,223633135.4812532,18333.0,878.74715261959,,22250944.0,,,,,,,
2024-04-06,531462561.0,968253219.0,,868317.0,,951331.5717539864,223502297.44221875,18099.0,884.0091116173121,,23340756.0,,,,,,,
2024-04-07,531460802.0,966929839.0,,868317.0,,956994.2596810934,223371459.4031844,18221.0,889.2710706150342,,23807797.0,,,,,,,
2024-04-08,531926306.0,959107720.0,,868317.0,,962656.9476082004,223240621.36415,18221.0,894.5330296127563,,23022192.0,,,,,,,
2024-04-09,537549416.0,971130328.0,,831456.0,,968319.6355353076,223109783.3251156,18232.0,899.7949886104784,,21121491.0,,,,,,,
2024-04-10,544967189.0,976399488.0,,886990.0,,973982.3234624146,222978945.2860812,18265.0,905.0569476082004,,20387290.0,,,,,,,
2024-04-11,547912336.0,969250730.0,,828867.0,,979645.0113895216,222848107.2470467,18299.0,910.3189066059224,,22353047.0,,,,,,,
2024-04-12,551207596.5,985492872.0,,866281.0,,985307.6993166286,222717269.2080124,18113.0,915.5808656036446,,20262566.0,,,,,,,
2024-04-13,557648384.0,976547728.0,,907767.0,,990970.3872437356,222586431.1689779,18252.0,920.8428246013668,,18040479.0,,,,,,,
2024-04-14,557648400.0,995782497.0,,907767.0,,996633.0751708428,222455593.12994352,18079.0,926.1047835990888,,16911870.0,,,,,,,
2024-04-15,557642327.0,997802743.0,,907767.0,,1002295.76309795,222324755.09090903,18079.0,931.3667425968108,,19285238.0,,,,,,,
2024-04-16,558110359.0,1001742894.0,,848195.0,,1007958.4510250568,222193917.05187467,18066.0,936.628701594533,,18379542.0,,,,,,,
2024-04-17,559719445.0,998507346.0,,828867.0,,1013621.138952164,222063079.0128402,17733.0,941.8906605922552,,17309252.0,,,,,,,
2024-04-18,559776484.0,992900858.0,,828867.0,,1019283.8268792712,221932240.9738058,17711.0,947.1526195899772,,15848296.0,,,,,,,
2024-04-19,563272383.0,995625856.0,,828867.0,,1024946.514806378,221801402.93477145,17694.0,952.4145785876992,,16642465.0,,,,,,,
2024-04-20,564246487.0,996051597.0,,752693.0,,1030609.2027334851,221670564.895737,17505.0,957.6765375854212,,16832732.0,,,,,,,
2024-04-21,564013548.0,996066664.0,,752693.0,,1036271.8906605924,221539726.85670263,17513.0,962.9384965831435,,16199284.0,,,,,,,
2024-04-22,564059439.0,992216881.0,,752693.0,,1041934.5785876992,221408888.81766817,17513.0,968.2004555808657,,16208546.0,,,,,,,
2024-04-23,578491036.0,972414894.0,,728292.0,,1047597.2665148064,221278050.7786338,17518.0,973.4624145785878,,17002007.0,,,,,,,
2024-04-24,578747430.0,967759256.0,,779546.0,,1053259.9544419134,221147212.7395993,17599.0,978.72437357631,,16196851.0,,,,,,,
2024-04-25,578553651.0,963510552.0,,816028.0,,1058922.6423690205,221016374.700565,17839.0,983.986332574032,,14164985.0,,,,,,,
2024-04-26,623059025.0,971549193.0,,774403.0,,1064585.3302961276,220885536.6615305,17697.0,989.248291571754,,13590475.0,,,,,,,
2024-04-27,668935270.0,976593448.0,,771780.0,,1070248.0182232347,220754698.62249613,17859.0,994.5102505694762,,13031618.0,,,,,,,
2024-04-28,668974815.0,979155665.0,,815648.0,,1075910.7061503418,220623860.58346173,17882.0,999.7722095671982,,13291754.0,,,,,,,
2024-04-29,668983026.0,979436547.0,,815648.0,,1081573.3940774489,220493022.54442728,17882.0,1005.0341685649204,,14939414.0,,,,,,,
2024-04-30,696743054.0,978099287.0,,815648.0,,1087236.0820045555,220362184.50539288,17936.0,1010.2961275626424,,14497169.0,,,,,,,
2024-05-01,696712200.0,957175995.0,,752970.0,,1092898.7699316628,220231346.4663585,17942.0,1015.5580865603644,,14561763.0,,,,,,,
2024-05-02,705406985.0,967923052.0,,703855.0,,1098561.45785877,220100508.4273241,17646.0,1020.8200455580866,,14921617.0,,,,,,,
2024-05-03,703567483.0,961198175.0,,725116.0,,1104224.145785877,219969670.3882897,17695.0,1026.082004555809,,15212214.0,,,,,,,
2024-05-04,700194568.0,959293616.0,,789866.0,,1109886.833712984,219838832.3492553,17816.0,1031.3439635535308,,16232114.0,,,,,,,
2024-05-05,700232067.0,959694252.0,,770537.0,,1115549.5216400912,219707994.31022084,17963.0,1036.605922551253,,16794720.0,,,,,,,
2024-05-06,700699434.0,957784161.0,,770537.0,,1121212.209567198,219577156.27118644,17963.0,1041.867881548975,,16176357.0,,,,,,,
2024-05-07,700761704.0,967522785.0,,770537.0,,1126874.8974943052,219446318.23215204,17963.0,1047.129840546697,,16724907.0,,,,,,,
2024-05-08,703195627.0,962111364.0,,783239.0,,1132537.5854214125,219315480.19311765,18188.0,1052.3917995444192,,16827753.0,,,,,,,
2024-05-09,703180467.0,961040485.0,,739785.0,,1138200.273348519,219184642.1540832,18215.0,1057.6537585421413,,15342981.0,,,,,,,
2024-05-10,702665555.0,977780006.0,,728947.0,,1143862.9612756264,219053804.1150488,18185.0,1062.9157175398632,,13817719.0,,,,,,,
2024-05-11,702690600.0,979336794.0,,726359.0,,1149525.6492027335,218922966.0760144,18346.0,1068.1776765375853,,13891548.0,,,,,,,
2024-05-12,702726033.0,980923592.0,,693466.0,,1155188.3371298404,218792128.03698,18315.0,1073.4396355353074,,13746474.0,,,,,,,
2024-05-13,702720292.0,981844287.0,,693466.0,,1160851.0250569475,218661289.9979456,18315.0,1078.7015945330295,,13586935.0,,,,,,,
2024-05-14,701075499.0,972608018.0,,693466.0,,1166513.7129840546,218530451.9589112,18357.0,1083.9635535307516,,13960908.0,,,,,,,
