Datetime,Tokens Transferred by External Contract Calls USD (Median)
2026-04-10T00:00:00Z,1.0104332429888128
2026-04-09T00:00:00Z,0.42654792575529776
2026-04-08T00:00:00Z,1.0453001704067686
2026-04-07T00:00:00Z,0.5291295866589185
2026-04-06T00:00:00Z,0.614072386238913
2026-04-05T00:00:00Z,0.24488643485226205
2026-04-04T00:00:00Z,0.5369651930604
2026-04-03T00:00:00Z,0.9048848700775167
2026-04-02T00:00:00Z,1.2365370688056965
2026-04-01T00:00:00Z,2.1397939549
2026-03-31T00:00:00Z,2.08091378544755
2026-03-30T00:00:00Z,1.619773304536
2026-03-29T00:00:00Z,1.0818926807820117
2026-03-28T00:00:00Z,0.9552186626197309
2026-03-27T00:00:00Z,0.49834853759827336
2026-03-26T00:00:00Z,0.823594482496
2026-03-25T00:00:00Z,1.1067403480202516
2026-03-24T00:00:00Z,0.03400082232816337
2026-03-23T00:00:00Z,0.9448358568092438
2026-03-22T00:00:00Z,0.15064704360152095
2026-03-21T00:00:00Z,0.36838099583910416
2026-03-20T00:00:00Z,0.858375414736
2026-03-19T00:00:00Z,2.13782023779
2026-03-18T00:00:00Z,1.1547482438701535
2026-03-17T00:00:00Z,1.7974088631958207
2026-03-16T00:00:00Z,1.882427286776
2026-03-15T00:00:00Z,1.5989476389980484
2026-03-14T00:00:00Z,7.972705071679445
2026-03-13T00:00:00Z,1.959508982361192
2026-03-12T00:00:00Z,1.44451779381798
2026-03-11T00:00:00Z,0.6150595866206775
2026-03-10T00:00:00Z,0.9851459140834095
2026-03-09T00:00:00Z,1.7806897487508795
2026-03-08T00:00:00Z,0.5730736648350157
2026-03-07T00:00:00Z,2.0148563884206236
2026-03-06T00:00:00Z,1.920030666386636
2026-03-05T00:00:00Z,1.658370044648
2026-03-04T00:00:00Z,1.472761334917267
2026-03-03T00:00:00Z,0.793118359144
2026-03-02T00:00:00Z,2.02725355217
2026-03-01T00:00:00Z,1.94005419152
2026-02-28T00:00:00Z,0.294692098353
2026-02-27T00:00:00Z,1.0621192264265
2026-02-26T00:00:00Z,1.013816314615
2026-02-25T00:00:00Z,1.029293435725
2026-02-24T00:00:00Z,0.6900687080819593
2026-02-23T00:00:00Z,0.185557612122
2026-02-22T00:00:00Z,0.6487443877785489
2026-02-21T00:00:00Z,1.1794423902408664
2026-02-20T00:00:00Z,1.0154475336586941
2026-02-19T00:00:00Z,0.9555251572909
2026-02-18T00:00:00Z,3.207488488982385
2026-02-17T00:00:00Z,5.974743030648581
2026-02-16T00:00:00Z,1.2227424875350565
2026-02-15T00:00:00Z,1.007108539796298
2026-02-14T00:00:00Z,1.04268595726
2026-02-13T00:00:00Z,1.023754394705
2026-02-12T00:00:00Z,0.97409151886
2026-02-11T00:00:00Z,0.8520271700706739
2026-02-10T00:00:00Z,0.919263319630514
2026-02-09T00:00:00Z,0.9587100194988174
2026-02-08T00:00:00Z,1.266674103111819
2026-02-07T00:00:00Z,1.5296195865753215
2026-02-06T00:00:00Z,4.12880754434
2026-02-05T00:00:00Z,4.014654113374156
2026-02-04T00:00:00Z,2.3659298763483347
2026-02-03T00:00:00Z,2.0392963299807385
2026-02-02T00:00:00Z,1.031799976658
2026-02-01T00:00:00Z,2.27033409574
2026-01-31T00:00:00Z,6.374450178772
2026-01-30T00:00:00Z,6.693181642522696
2026-01-29T00:00:00Z,13.986720096806218
2026-01-28T00:00:00Z,15.0294934927
2026-01-27T00:00:00Z,6.322464078477855
2026-01-26T00:00:00Z,4.683894974064
2026-01-25T00:00:00Z,6.193639335202
2026-01-24T00:00:00Z,2.95099583742
2026-01-23T00:00:00Z,3.311229182452525
2026-01-22T00:00:00Z,1.9489017930449126
2026-01-21T00:00:00Z,2.97958000293
2026-01-20T00:00:00Z,1.174534942796
2026-01-19T00:00:00Z,1.7093390318308552
2026-01-18T00:00:00Z,2.222400147038136
2026-01-17T00:00:00Z,1.7157321330108444
2026-01-16T00:00:00Z,3.29479644453
2026-01-15T00:00:00Z,3.31758092816
2026-01-14T00:00:00Z,4.901078598370918
2026-01-13T00:00:00Z,5.649047367541
2026-01-12T00:00:00Z,5.013591203537543
2026-01-11T00:00:00Z,12.47735512248
2026-01-10T00:00:00Z,10.7310023439708
2026-01-09T00:00:00Z,9.25258215408
2026-01-08T00:00:00Z,6.1454516246244
2026-01-07T00:00:00Z,12.6591237377608
2026-01-06T00:00:00Z,14.887847853829516
2026-01-05T00:00:00Z,15.4140369900366
2026-01-04T00:00:00Z,15.71425319175
2026-01-03T00:00:00Z,11.87688100779
2026-01-02T00:00:00Z,9.37246582839
2026-01-01T00:00:00Z,7.2300058552396
2025-12-31T00:00:00Z,5.110451018900204
2025-12-30T00:00:00Z,13.391590966523497
2025-12-29T00:00:00Z,20.268362221119347
2025-12-28T00:00:00Z,29.4874260127
2025-12-27T00:00:00Z,29.4667449251
2025-12-26T00:00:00Z,21.958483728891725
2025-12-25T00:00:00Z,16.615626865332214
2025-12-24T00:00:00Z,14.838760423507734
2025-12-23T00:00:00Z,7.714589939836368
2025-12-22T00:00:00Z,4.946232400348791
2025-12-21T00:00:00Z,3.601527246144
2025-12-20T00:00:00Z,9.974459972390687
2025-12-19T00:00:00Z,3.028403369532201
2025-12-18T00:00:00Z,1.1283258942375052
2025-12-17T00:00:00Z,2.2346420890280894
